_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - marketValue,_ - ceo,_ - revenue,_ - headquarters,_ - industry,_ - state
hong-kong-china-gas,927,Towngas,Hong Kong,941.9,21761,Wing Chan,3817,Hong Kong,Natural Gas Utilities,
toyota-boshoku,1924,Toyota Boshoku,Japan,189.1,3322,Shuhei Toyoda,11617,Japan,Auto & Truck Parts,
toyota-industries,381,Toyota Industries,Japan,1540.4,14826,Tetsuro Toyoda,18816,Japan,Auto & Truck Parts,
toyota-motor,10,Toyota Motor,Japan,19267,176960,Takeshi Uchiyamada,235832,Japan,Auto & Truck Manufacturers,
toyota-tsusho,711,Toyota Tsusho,Japan,316.3,8596,Satoshi Ozawa,68891,Japan,Trading Companies,
tractor-supply,1245,Tractor Supply,United States,420,12592,Gregory Sandfort,6363,Tennessee,Specialty Stores,Tennessee
transcanada,753,TransCanada,Canada,-895.8,32027,Russell Girlin,8832,Canada,Oil Services & Equipment,
transdigm-group,1504,TransDigm Group,United States,463.6,12126,Nick Howley,2822,Ohio,Aerospace & Defense,Ohio
transneft,361,Transneft,Russia,2339,20375,Nikolay Tokarev,13306,Russia,Oil Services & Equipment,
transocean,1002,Transocean,Switzerland,781,3939,Jeremy Thigpen,7386,Switzerland,Oil Services & Equipment,
transurban-group,1411,Transurban Group,Australia,63,17928,Louis Charlton,1465,Australia,Other Transportation,
travelers-cos,165,Travelers,United States,3414,32409,Alan Schnitzer,26852,New York,Property & Casualty Insurance,New York
travis-perkins,1754,Travis Perkins,United Kingdom,256.1,6581,John Carter,9078,United Kingdom,Home Improvement Retail,
trinity-industries,1502,Trinity Industries,United States,772.4,3005,Timothy Wallace,6393,Texas,Heavy Equipment,Texas
turk-telekom,1455,Turk Telekom,Turkey,452.9,8160,Rami Aslan,5234,Turkey,Telecommunications services,
turkcell,1292,Turkcell,Turkey,753.1,9282,Muhterem Terzioglu,4692,Turkey,Telecommunications services,
turkish-airlines,971,Turkish Airlines,Turkey,1097.4,3422,Temel Kotil,10542,Turkey,Airline,
twenty-first-century-fox,206,Twenty-First Century Fox,United States,2409,59323,Keith Murdoch,26514,New York,,New York
two-harbors-investment,1761,Two Harbors Investment,United States,492.2,2701,Thomas Siering,828,Minnesota,Real Estate,Minnesota
tyco-international,898,Tyco International,Switzerland,494,16641,George Oliver,9800,Switzerland,Security Systems,
tyson-foods,358,Tyson Foods,United States,1372,22901,Donald Smith,39708,Arkansas,Food Processing,Arkansas
ubi-banca,1414,UBI Banca,Italy,129.6,3846,Victor Massiah,4673,Italy,Regional Banks,
ubs,54,UBS,Switzerland,6441.1,63689,Sergio Ermotti,39930,Switzerland,Regional Banks,
uc-rusal,1255,UC Rusal,Russia,558.3,5504,Vladislav Soloviev,8680,Russia,Aluminum,
ucb,1369,UCB,Belgium,333.8,15337,Jean-Christophe Tellier,4298,Belgium,Pharmaceuticals,
uco-bank,1816,UCO Bank,India,-136.3,660,Ravi Takkar,3222,India,Regional Banks,
ugi,1528,UGI,United States,361.5,6854,John Walsh,6295,Pennsylvania,Natural Gas Utilities,Pennsylvania
upm-kymmene,770,UPM-Kymmene,Finland,1015.8,9121,Jussi Pesonen,11242,Finland,Paper & Paper Products,
us-bancorp,97,US Bancorp,United States,5816,74996,Richard Davis,21120,Minnesota,Major Banks,Minnesota
us-steel,1883,US Steel,United States,-1508,2864,Mario Filho,11574,Pennsylvania,Iron & Steel,Pennsylvania
usg,1798,USG,United States,991,4185,James Metcalf,3802,Illinois,Construction Materials,Illinois
ulta-salon-cosmetics-fragrance,1726,Ulta Salon Cosmetcs & Fragrance,United States,320,12864,Mary Dillon,3924,Illinois,Specialty Stores,Illinois
ultrapar-participacoes,944,Ultrapar Participacoes,Brazil,450.1,11453,Thilo Mannhardt,22649,Brazil,Oil & Gas Operations,
umicore,1796,Umicore,Belgium,187.7,5801,Marc Grynberg,10754,Belgium,Diversified Metals & Mining,
uni-president,954,Uni-President,Taiwan,444.3,10288,Chih Lo,13105,Taiwan,Food Processing,
unicredit-group,195,UniCredit Group,Italy,1804.8,23613,Federico Ghizzoni,25738,Italy,Regional Banks,
unibail-rodamco,603,Unibail-Rodamco,France,2588.2,26394,Christophe Cuvillier,2314,France,Real Estate,
unicharm,1366,Unicharm,Japan,334.6,13340,Takahisa Takahara,6102,Japan,Household/Personal Care,
unilever,109,Unilever,Netherlands,5444,137213,Paulus Polman,59074,Netherlands,Household/Personal Care,
union-bank-of-india,1276,Union Bank of India,India,287.9,1376,Arun Tiwari,5908,India,Regional Banks,
union-national-bank,1458,Union National Bank,United Arab Emirates,486.8,2802,Mohammad Abdeen,1290,United Arab Emirates,Regional Banks,
union-pacific,172,Union Pacific,United States,4600,75382,Lance Fritz,21028,Nebraska,Railroads,Nebraska
unipol-gruppo,903,Unipol Gruppo,Italy,301.4,3081,Carlo Cimbri,20192,Italy,Diversified Insurance,
uniqa,1181,Uniqa,Austria,367.1,2200,Andreas Brandstetter,7282,Austria,Diversified Insurance,
united-continental-holdings,257,United Continental Holdings,United States,7145,17090,Oscar Munoz,37451,Illinois,Airline,Illinois
united-internet,1659,United Internet,Germany,406.2,9928,Ralph Dommermuth,4120,Germany,Telecommunications services,
united-overseas-bank,332,United Overseas Bank,Singapore,2333.4,23355,Ee Wee,7733,Singapore,Regional Banks,
united-parcel-service,146,United Parcel Service,United States,4844,93295,David Abney,58050,Georgia,Air Courier,Georgia
united-rentals,1375,United Rentals,United States,585,5842,Michael Kneeland,5817,Connecticut,Rental & Leasing,Connecticut
united-technologies,95,United Technologies,United States,4044,88442,Gregory Hayes,59126,Connecticut,Conglomerates,Connecticut
united-therapeutics,1968,United Therapeutics,United States,651.6,5425,Roger Jeffs,1466,Maryland,Biotechs,Maryland
united-utilities,1316,United Utilities,United Kingdom,432.9,9002,Steven Mogford,2653,United Kingdom,Diversified Utilities,
unitedhealth-group,41,UnitedHealth Group,United States,6011,127514,Stephen Hemsley,165885,Minnesota,Managed Health Care,Minnesota
universal-health,960,Universal Health,United States,680.2,12569,Alan Miller,9043,Pennsylvania,Healthcare Services,Pennsylvania
unum,621,Unum,United States,867.1,8064,Rick McKenney,10785,Tennessee,Life & Health Insurance,Tennessee
vf,658,VF,United States,1231.6,27129,Eric Wiseman,12428,North Carolina,Apparel/Accessories,North Carolina
vinci,162,VINCI,France,2268.9,43025,Xavier Huillard,43426,France,Construction Services,
vmware,704,VMware,United States,962,24724,Patrick Gelsinger,6726,California,Software & Programming,California
vtb-bank,626,VTB Bank,Russia,21.2,13974,Andrey Kostin,22408,Russia,Regional Banks,
vakifbank,947,VakifBank,Turkey,719.3,4490,Halil Aydogan,6235,Turkey,Regional Banks,
vale,559,Vale,Brazil,-13235.9,26036,Murilo Ferreira,25596,Brazil,Iron & Steel,
valeant-pharmaceuticals,848,Valeant Pharmaceuticals,Canada,-291.7,12276,Joseph Papa,10446,Canada,Pharmaceuticals,
valeo,734,Valeo,France,808.4,11730,Jacques Aschenbroich,16128,France,Auto & Truck Parts,
valero-energy,182,Valero Energy,United States,3990,28807,Joseph Gorder,87804,Texas,Oil & Gas Operations,Texas
valspar,1842,Valspar,United States,348,8462,Gary Hendrickson,4264,Minnesota,Specialized Chemicals,Minnesota
varian-medical-systems,1850,Varian Medical Systems,United States,407.2,8134,Dow Wilson,3116,California,Medical Equipment & Supplies,California
vedanta-resources,1196,Vedanta Resources,United Kingdom,-2106.8,1658,Tom Albanese,12120,United Kingdom,Diversified Metals & Mining,
ventas,1042,Ventas,United States,399,20337,Debra Cafaro,3445,Illinois,Real Estate,Illinois
veolia-environnement,526,Veolia Environnement,France,499.2,13315,Antoine Frérot,27684,France,Diversified Utilities,
vereit,1770,Vereit,United States,-316.4,8007,Glenn Rufrano,1551,,Real Estate,
verisign,1778,VeriSign,United States,375.2,9651,D James Bidzos,1059,Virginia,Software & Programming,Virginia
verisk-analytics,1426,Verisk Analytics,United States,507.6,13139,Scott Stephenson,2068,New Jersey,Business & Personal Services,New Jersey
verizon-communications,15,Verizon Communications,United States,17970,206244,Lowell Mcadam,131807,New Jersey,Telecommunications services,New Jersey
vertex-pharmaceuticals,1725,Vertex Pharmaceuticals,United States,-558.1,21387,Jeffrey Leiden,1032,Massachusetts,Biotechs,Massachusetts
vestas-wind-systems,907,Vestas Wind Systems,Denmark,759.8,14742,Anders Runevad,9341,Denmark,Electrical Equipment,
viacom,479,Viacom,United States,1871,17332,Philippe Dauman,13078,New York,Broadcasting & Cable,New York
vicinity-centres,1304,Vicinity Centres,Australia,658.2,9940,Angus McNaughton,964,Australia,Real Estate,
vienna-insurance-group,1188,Vienna Insurance Group,Austria,108,2914,Elisabeth Stadler,10396,Austria,Diversified Insurance,
vietin-bank,1808,Vietin Bank,Vietnam,259.9,2806,Tho Le,2264,Vietnam,Regional Banks,
vimpelcom,1117,VimpelCom,Netherlands,-626.7,6664,Jean-Yves Charlier,9781,Netherlands,Telecommunications services,
vipshop-holdings,1883,Vipshop Holdings,China,248.9,7785,Ya Shen,6282,China,,
virgin-money-holdings,1756,Virgin Money Holdings,United Kingdom,169.9,2281,Jayne-Anne Gadhia,1387,United Kingdom,Regional Banks,
visa,196,Visa,United States,6846,189782,Charles Scharf,14280,California,Consumer Financial Services,California
visteon,1475,Visteon,United States,2284,2796,Sachin Lawande,4458,Michigan,Auto & Truck Parts,Michigan
vivendi,419,Vivendi,France,890.5,28201,Arnaud De Puyfontaine,11934,France,Telecommunications services,
vodafone,395,Vodafone,United Kingdom,-2098.7,87289,Vittorio Colao,64461,United Kingdom,Telecommunications services,
voestalpine,962,Voestalpine,Austria,690,6274,Wolfgang Eder,12547,Austria,Iron & Steel,
volkswagen-group,22,Volkswagen Group,Germany,7060,73073,Hans Pötsch,246232,Germany,Auto & Truck Manufacturers,
volvo-group,257,Volvo Group,Sweden,1784.9,25882,Martin Lundstedt,37044,Sweden,Heavy Equipment,
vornado-realty,916,Vornado Realty,United States,760.3,18012,Steven Roth,2426,New York,Real Estate,New York
voya-financial,744,Voya Financial,United States,404.2,6691,Rodney Martin,11664,New York,Investment Services,New York
vulcan-materials,1914,Vulcan Materials,United States,221.2,14550,J. Hill,3422,Alabama,Construction Materials,Alabama
ww-wustenrot,1114,W&W-Wüstenrot,Germany,299.8,1865,Alexander Erdland,7671,Germany,Investment Services,
wec-energy-group,728,WEC Energy Group,United States,639.1,17882,Allen Leverett,5926,Wisconsin,Electric Utilities,Wisconsin
wh-group,666,WH Group,Hong Kong,786,11709,Long Wan,21209,Hong Kong,Food Processing,
wpg-holdings,1735,WPG Holdings,Taiwan,170.7,1771,Fu Yeh,16235,Taiwan,Electronics,
wpp,301,WPP,United Kingdom,1772.6,30054,Martin Sorrell,18693,United Kingdom,Advertising,
wr-berkley,1021,WR Berkley,United States,503.7,6875,William Berkley,7240,Connecticut,Property & Casualty Insurance,Connecticut
ww-grainger,922,WW Grainger,United States,737.6,14051,James Ryan,10040,Illinois,Electrical Equipment,Illinois
wal-mart-stores,15,Wal-Mart Stores,United States,14694,215696,C Mcmillon,482130,Arkansas,Discount Stores,Arkansas
walgreens-boots-alliance,107,Walgreens Boots Alliance,United States,3368,86571,Stefano Pessina,116534,Illinois,Drug Retail,Illinois
walt-disney,71,Walt Disney,United States,9080,169308,Robert Iger,53902,California,Broadcasting & Cable,California
wanda-cinema-line,1918,Wanda Cinema Line,China,188.7,14523,Xiao Liu,1218,China,,
want-want-china,1488,Want Want China,China,542.1,10658,Eng-Meng Tsai,3428,China,Food Processing,
waste-management,549,Waste Management,United States,753,25073,David Steiner,12961,Texas,Environmental & Waste,Texas
waters,1537,Waters,United States,469,11187,Christopher O'Connell,2042,Massachusetts,Precision Healthcare Equipment,Massachusetts
weatherford-international,1352,Weatherford International,Switzerland,-1985,7291,Bernard Duroc-Danner,9433,Switzerland,Oil Services & Equipment,
weichai-power,1410,Weichai Power,China,221.8,5227,Xu Tan,11702,China,Heavy Equipment,
wellcare-health-plans,1807,WellCare Health Plans,United States,118.6,4212,Kenneth Burdick,13890,Florida,Managed Health Care,Florida
wells-fargo,7,Wells Fargo,United States,22686,255998,John Stumpf,91431,California,Major Banks,California
welltower,845,Welltower,United States,603.4,24327,Thomas DeRosa,3861,,Real Estate,
wendel,1471,Wendel,France,-162.1,5366,Stéphane Bacquaert,8724,France,Investment Services,
wesfarmers,264,Wesfarmers,Australia,1843.7,36385,Richard Goyder,47678,Australia,Food Retail,
west-japan-railway,662,West Japan Railway,Japan,700.8,12091,Takayuki Sasaki,11806,Japan,Railroads,
westrock,967,WestRock,United States,-71.5,10342,Steven Voorhees,12548,Georgia,Containers & Packaging,Georgia
western-digital,690,Western Digital,United States,1138,10163,Stephen Milligan,13418,California,Computer Storage Devices,California
western-refining,1599,Western Refining,United States,406.8,2566,Jeff Stevens,9787,Texas,Oil & Gas Operations,Texas
western-securities,1875,Western Securities,China,316.7,10523,Jian Zhu,1070,China,Investment Services,
western-union,1146,Western Union,United States,837.8,9947,Hikmet Ersek,5429,Colorado,Business & Personal Services,Colorado
westfield,827,Westfield,Australia,2376.5,15959,Peter Lowy,1239,Australia,,
westinghouse-air-brake-technologies,1997,Westinghouse Air Brake Technologies,United States,397.3,7286,Raymond Betler,3308,Pennsylvania,,Pennsylvania
westlake-chemical,1602,Westlake Chemical,United States,643.2,6745,Yuan Chao,4458,Texas,Diversified Chemicals,Texas
westpac-banking,72,Westpac Banking Group,Australia,6268.4,80587,Brian Hartzer,30193,Australia,Major Banks,
weyerhaeuser,870,Weyerhaeuser,United States,506,24650,Doyle Simons,7136,Washington,Real Estate,Washington
wheelock-co,563,Wheelock,Hong Kong,1835.8,9457,Chun-Kuen Woo,7408,Hong Kong,Real Estate,
whirlpool,574,Whirlpool,United States,783,14484,Jeff Fettig,20891,Michigan,Household Appliances,Michigan
whitbread,1413,Whitbread,United Kingdom,585.7,10232,Alison Brittain,4276,United Kingdom,Restaurants,
whole-foods-market,990,Whole Foods Market,United States,525,9661,John Mackey and Walter Robb,15546,Texas,Food Retail,Texas
williams,900,Williams,United States,-557,14656,Alan Armstrong,7363,Oklahoma,Oil Services & Equipment,Oklahoma
willis-towers-watson,1149,Willis Towers Watson,United Kingdom,373,17104,John Haley,3825,United Kingdom,Diversified Insurance,
wilmar-international,359,Wilmar International,Singapore,1059.3,16835,Khoon Kuok,38782,Singapore,Food Processing,
wintime-energy,1983,Wintime Energy,China,86.4,7793,Sheng Chang,1501,China,Diversified Metals & Mining,
wipro,755,Wipro,India,1358.2,20669,Abidali Neemuchwala,7827,India,Computer Services,
wistron,1687,Wistron,Taiwan,42,1444,Hsien Lin,19628,Taiwan,Computer Hardware,
wm-morrison-supermarkets,1074,Wm Morrison Supermarkets,United Kingdom,337.8,6438,David Potts,24529,United Kingdom,Food Retail,
wolseley,686,Wolseley,Switzerland,909.8,14131,Ian Meakins,20821,Switzerland,Construction Materials,
wolters-kluwer,1395,Wolters Kluwer,Netherlands,469.1,11606,Nancy Mckinstry,4666,Netherlands,Printing & Publishing,
woodside-petroleum,1119,Woodside Petroleum,Australia,-26.5,18127,Peter Coleman,5023,Australia,Oil & Gas Operations,
woolworths,760,Woolworths,Australia,-80.4,21459,Bradford Banducci,45334,Australia,Food Retail,
woori-bank,580,Woori Bank,South Korea,923.5,6240,Kwang-Goo Lee,13286,South Korea,Regional Banks,
workday,1904,Workday,United States,-289.9,15005,Aneel Bhusri,1162,California,,California
world-fuel-services,1586,World Fuel Services,United States,186.9,3542,Michael Kasbar,30290,Florida,Specialty Stores,Florida
wuhan-iron-steel,1384,Wuhan Iron & Steel,China,-82.7,5332,Ji Zou,13970,China,Iron & Steel,
wuliangye-yibin,1179,Wuliangye Yibin,China,982.7,15668,Lin Chen,3162,China,Beverages,
wyndham-worldwide,1252,Wyndham Worldwide,United States,611,8537,Stephen Holmes,5535,New Jersey,Hotels & Motels,New Jersey
wynn-resorts,1990,Wynn Resorts,United States,172.9,9768,Stephen Wynn,4076,Nevada,Casinos & Gaming,Nevada
wartsila,1435,Wärtsilä,Finland,460.2,8644,Jaakko-Veikko Eskola,5528,Finland,Heavy Equipment,
x5-retail-group,1737,X5 Retail Group,Russia,232.7,5539,Igor Shekhterman,13129,Russia,Food Retail,
xl-group,541,XL Group,Ireland,1207.2,10481,Michael Mcgavick,9371,Ireland,Diversified Insurance,
xpo-logistics,1859,XPO Logistics,United States,-243.6,3697,Bradley Jacobs,7623,Connecticut,,Connecticut
xcel-energy,471,Xcel Energy,United States,984.5,19836,Benjamin Fowke,11020,Minnesota,Electric Utilities,Minnesota
xerox,679,Xerox,United States,488,11315,Ursula Burns,18045,Connecticut,Business Products & Supplies,Connecticut
xiamen-cd,919,Xiamen C&D,China,418.5,7646,Yong Zheng,19849,China,Trading Companies,
xilinx,1447,Xilinx,United States,540.5,11722,Moshe Gavrielov,2210,California,Semiconductors,California
xinjiang-goldwind-science-technology,1833,Xinjiang Goldwind Science & Technology,China,453.3,6182,Meng Wang,4739,China,Electrical Equipment,
ypf-sociedad-anonima,749,YPF,Argentina,494.5,7894,Miguel Gutiérrez Méndez,16862,Argentina,Oil & Gas Operations,
yahoo,925,Yahoo,United States,-4479.5,35487,Marissa Mayer,4832,California,Computer Services,California
yamada-denki,1699,Yamada Denki,Japan,177.9,4917,Tadao Ichimiya,13388,Japan,Computer & Electronics Retail,
yamaguchi-financial,1601,Yamaguchi Financial,Japan,252.6,2548,Koichi Fukuda,1267,Japan,Regional Banks,
yamaha-motor,1122,Yamaha Motor,Japan,495.8,6347,Hiroyuki Yanagi,13343,Japan,Recreational Products,
yamato-holdings,1306,Yamato Holdings,Japan,301.8,8566,Makoto Kigawa,11663,Japan,Trucking,
yanzhou-coal-mining,1282,Yanzhou Coal Mining,China,81.3,5906,Xi Li,10788,China,Diversified Metals & Mining,
yara-international,701,Yara International,Norway,1225.2,10999,Svein Holsether,12697,Norway,Specialized Chemicals,
yes-bank,1732,Yes Bank,India,326.7,5535,Rana Kapoor,2228,India,Regional Banks,
youngor-group,1752,Youngor Group,China,715.6,5705,Ping Qian,2607,China,Apparel/Accessories,
yuanta-financial-holding,1489,Yuanta Financial Holding,Taiwan,340.6,3992,Jung Wang,2709,Taiwan,Investment Services,
yum-brands,649,Yum Brands,United States,1322,33059,Greg Creed,13102,Kentucky,Restaurants,Kentucky
yunnan-baiyao-group,1674,Yunnan Baiyao Group,China,440.9,9591,Pin Yin,3283,China,Pharmaceuticals,
zte,776,ZTE,Hong Kong,576.8,8489,Xian Zhao,15715,Hong Kong,Communications Equipment,
zain,1939,Zain,Kuwait,512.6,4526,Scott Gegenheimer,3779,Kuwait,Telecommunications services,
zenith-bank,1550,Zenith Bank,Nigeria,524.6,1916,Peter Amangbo,2120,Nigeria,Regional Banks,
zhejiang-material-industrial-zhongda-yuantong-group,1664,Zhejiang Material Industrial Zhongda Yuantong Group,China,134.9,4292,Jida Chen,11500,China,Trading Companies,
zhejiang-zheneng-electric-power,835,Zhejiang Zheneng Electric Power,China,1110,11353,Ji Ke,6257,China,Electric Utilities,
zhengzhou-yutong-bus,1558,Zhengzhou Yutong Bus,China,562.5,6785,Bo Niu,4942,China,,
zhuzhou-csr-times-electric,1859,Zhuzhou CSR Times Electric,China,469.8,6979,Ke Liu,2229,China,Electrical Equipment,
zijin-mining-group,1175,Zijin Mining Group,China,265.8,9706,Jing Chen,11715,China,Diversified Metals & Mining,
zimmer-holdings,975,Zimmer Holdings,United States,71,22818,David Dvorak,5998,Indiana,Medical Equipment & Supplies,Indiana
